site,nei_site,distance
139083,9002279,56
139083,9002654,91
139083,9013019,90
139083,9016669,195
139083,9016839,193
139083,9022122,177
139083,9023256,124
139083,9024393,92
139083,9026345,108
139083,9026551,160
139083,9026991,186
139391,11596,88
139391,11602,147
139391,130439,154
139391,134317,165
139391,134565,91
139391,206022,153
139391,301240,75
139391,301388,190
139391,301393,176
139391,301523,145
139391,301856,182
139391,302571,199
139391,303715,185
139391,303847,149
139391,304992,84
139391,304994,170
139391,403555,54
139391,49639,95
139391,9002468,106
139391,9003894,86
139391,9004377,189
139391,9008724,18
139391,9009285,40
139391,9010066,74
139391,9010884,170
139391,9011371,51
139391,9011994,50
139391,9012345,133
139391,9018952,194
139391,9022120,131
139391,9022868,28
139391,9024259,171
139391,9024831,175
139391,9025955,46
139391,9026375,85
139391,9027537,114
139391,9027823,199
139428,9011841,68
139428,9018965,140
139428,9023481,141
139859,135634,113
139859,304042,166
139859,304974,196
139859,50677,194
139859,9003153,177
139859,9021228,138
140265,303412,186
140265,303602,185
140272,101373,165
140272,152562,27
140272,301138,145
140272,301553,108
140272,303074,177
140272,304000,82
140272,304003,142
140272,404315,181
140272,405129,116
140272,9002052,131
140272,9010185,102
140272,9011576,42
140272,9016697,148
140272,9016708,58
140272,9020995,53
140353,137057,27
140353,142260,175
140353,152326,75
140353,301244,125
140353,301603,166
140353,306283,134
140353,306321,101
140353,306358,139
140353,50201,175
140353,9013372,98
140353,9023581,86
140380,142275,37
140380,301860,88
140380,400391,103
140380,9007148,29
140380,9009964,60
140380,9012342,129
140380,9017378,168
140407,101373,194
140407,101636,118
140407,135011,137
140407,135045,43
140407,137452,188
140407,141170,142
140407,142445,176
140407,142446,108
140407,301138,140
140407,301529,64
140407,302516,85
140407,302591,157
140407,303992,103
140407,304366,164
140407,304374,94
140407,306014,71
140407,42987,50
140407,47317,81
140407,50682,131
140407,9002498,67
140407,9003040,165
140407,9010344,172
140407,9011518,196
140407,9012380,200
140407,9016697,116
140407,9016785,22
140407,9022771,32
140407,9023879,176
140433,301603,129
140433,303476,157
140433,304621,167
140433,306283,157
140433,306321,159
140433,306358,146
140433,9013372,173
140433,9017046,48
140609,37789,151
140609,9014972,39
140609,9015813,91
140609,9016657,151
140609,9019234,140
140609,9022643,26
140609,9024832,127
140785,101741,51
140785,11579,133
140785,11591,144
140785,11593,157
140785,11599,182
140785,134245,188
140785,134449,197
140785,135231,120
140785,135306,91
140785,300787,198
140785,301205,139
140785,301206,180
140785,303723,174
140785,303991,171
140785,304370,162
140785,304371,179
140785,304562,192
140785,305884,151
140785,34603,183
140785,49115,183
140785,50670,152
140785,50672,182
140785,50680,119
140785,51106,167
140785,9002053,151
140785,9002458,74
140785,9007817,172
140785,9012344,169
140785,9013786,141
140785,9014118,140
140785,9016669,178
140785,9024210,149
140785,9026297,138
140934,141007,160
140934,304983,163
140934,306383,114
140934,9001037,156
140934,9012994,140
140934,9015181,106
140934,9020107,161
140934,9023917,140
140966,136703,133
140966,141007,194
140966,153360,142
140966,304077,151
140966,43428,14
140966,9007910,39
140966,9020107,171
141007,136703,136
141007,140934,160
141007,140966,194
141007,153360,66
141007,304983,179
141007,306383,51
141007,43428,180
141007,9001037,192
141007,9007910,191
141007,9012994,21
141007,9015181,57
141007,9020107,64
141170,101636,50
141170,132205,163
141170,134303,170
141170,135011,73
141170,135045,177
141170,135143,142
141170,135390,194
141170,137270,136
141170,140407,142
141170,142445,89
141170,142446,109
141170,301529,177
141170,301885,111
141170,302516,135
141170,302591,117
141170,303077,171
141170,303719,187
141170,303992,81
141170,304366,143
141170,304374,129
141170,306014,132
141170,404118,186
141170,42987,138
141170,47317,126
141170,49989,164
141170,50682,149
141170,9002498,154
141170,9003040,190
141170,9011518,141
141170,9012380,194
141170,9013618,96
141170,9016785,151
141170,9021374,173
141170,9022122,193
141170,9022771,160
141170,9023347,157
141170,9023879,144
141271,9000973,145
141390,134997,169
141390,135031,164
141390,141995,135
141390,205796,67
141390,9013631,172
141390,9016551,173
141482,101406,162
141482,133216,185
141482,134329,107
141482,134754,195
141482,135253,42
141482,138060,144
141482,142130,97
141482,301361,99
141482,301383,124
141482,301856,149
141482,301898,113
141482,302029,165
141482,302517,184
141482,303317,90
141482,303714,74
141482,303846,143
141482,304026,138
141482,304028,99
141482,304038,113
141482,304043,49
141482,304990,167
141482,403344,186
141482,43051,162
141482,48875,100
141482,49119,141
141482,51575,117
141482,51718,92
141482,53115,131
141482,9002487,136
141482,9004030,181
141482,9007285,122
141482,9008249,197
141482,9010789,170
141482,9015484,200
141482,9019968,184
141482,9021535,60
141482,9022766,129
141482,9023328,183
141482,9025985,121
141482,9026146,95
141482,9026191,80
141482,9026773,157
141482,9026970,76
141482,9027823,130
141488,305043,129
141488,51578,81
141531,42438,142
141995,134997,80
141995,135031,85
141995,141390,135
141995,205796,151
142063,101579,62
142063,130989,77
142063,301414,59
142063,301910,70
142063,303685,200
142063,304059,165
142063,304368,98
142063,304993,197
142063,403081,114
142063,404646,191
142063,44014,47
142063,44085,94
142063,47316,61
142063,50226,87
142063,9022094,166
142063,9026308,125
142130,130439,150
142130,133216,88
142130,134329,128
142130,134754,98
142130,135253,138
142130,138060,183
142130,141482,97
142130,301361,116
142130,301383,200
142130,301856,166
142130,301898,199
142130,301899,145
142130,303317,53
142130,303400,151
142130,303714,53
142130,304028,175
142130,304038,79
142130,304043,60
142130,38812,196
142130,403344,122
142130,48875,186
142130,51575,189
142130,51718,185
142130,9002487,130
142130,9004030,153
142130,9018521,153
142130,9021535,109
142130,9024221,168
142130,9024274,158
142130,9025985,134
142130,9026146,155
142130,9026191,163
142130,9026773,60
142130,9026970,123
142130,9027333,191
142130,9027823,151
142163,101385,158
142163,101386,51
142163,101406,129
142163,11575,71
142163,135009,122
142163,206052,116
142163,303712,16
142163,304019,170
142163,304026,159
142163,304032,183
142163,304434,37
142163,304991,131
142163,43050,102
142163,43051,178
142163,43439,75
142163,47755,33
142163,49119,170
142163,50678,22
142163,51622,44
142163,9008249,108
142163,9009373,147
142163,9010789,131
142163,9022109,142
142163,9022766,187
142163,9022769,176
142163,9024212,176
142163,9027615,162
142229,304973,107
142229,400391,113
142229,9004028,113
142229,9004227,44
142229,9007148,194
142229,9009964,166
142229,9012342,162
142229,9022210,152
142260,101830,154
142260,134040,94
142260,137057,174
142260,140353,175
142260,301244,63
142260,301603,119
142260,304087,111
142260,304621,131
142260,306283,98
142260,306318,92
142260,306319,135
142260,306321,121
142260,306358,108
142260,41133,143
142260,50201,40
142260,9013372,107
142260,9023581,100
142275,140380,37
142275,301860,74
142275,303599,181
142275,400391,96
142275,9007148,62
142275,9009964,44
142275,9012342,100
142275,9017378,133
142445,101370,148
142445,101636,64
142445,134303,87
142445,135011,39
142445,135143,161
142445,140407,176
142445,141170,89
142445,142446,83
142445,301885,159
142445,303992,161
142445,304365,199
142445,304366,75
142445,304374,109
142445,306014,198
142445,41982,142
142445,42987,195
142445,47311,197
142445,47317,115
142445,50682,104
142445,9010976,186
142445,9013618,65
142445,9016785,194
142445,9021374,156
142445,9022122,184
142445,9023347,113
142445,9026103,126
142446,101636,59
142446,134303,97
142446,135011,51
142446,135045,151
142446,140407,108
142446,141170,109
142446,142445,83
142446,301529,170
142446,302516,165
142446,302591,199
142446,303992,141
142446,304366,58
142446,304374,26
142446,306014,153
142446,42987,142
142446,47317,33
142446,48680,169
142446,50682,41
142446,9002498,163
142446,9010976,159
142446,9013618,144
142446,9016697,199
142446,9016785,129
142446,9022771,139
142446,9023347,196
142446,9026103,188
142461,136194,142
142676,138125,143
152326,130154,134
152326,137057,101
152326,140353,75
152326,301244,153
152326,306321,172
152326,9013372,166
152326,9023581,114
152562,101373,147
152562,140272,27
152562,301138,120
152562,301553,91
152562,303074,188
152562,304000,104
152562,304003,150
152562,404315,165
152562,405129,116
152562,9002052,117
152562,9010185,110
152562,9011576,23
152562,9016697,121
152562,9016708,37
152562,9020995,65
153360,136703,72
153360,140966,142
153360,141007,66
153360,306383,117
153360,43428,127
153360,9007910,150
153360,9012994,86
153360,9015181,121
153360,9020107,93
153560,304001,60
153560,50085,106
153560,50981,156
153560,9001856,96
153560,9007213,157
153560,9027651,173
153607,301403,162
153607,303732,191
153607,303799,199
153607,306142,179
153607,404854,175
153607,9016467,23
153622,10013707,157
153622,101342,163
153622,134403,70
153622,206068,149
153622,300394,88
153622,301208,86
153622,301673,90
153622,301693,70
153622,303732,167
153622,304020,158
153622,304024,175
153622,304033,86
153622,9003154,171
153622,9015666,191
153622,9022245,173
153657,138122,40
198327,101381,94
198327,131376,161
198327,135213,156
198327,205432,139
198327,301907,73
198327,302854,97
198327,302923,162
198327,303920,170
198327,304047,153
198327,304060,177
198327,304996,85
198327,36267,96
198327,38758,93
198327,42908,67
198327,461423,75
198327,49630,143
198327,50644,122
198327,9002461,83
198327,9008336,121
198327,9008690,196
198327,9009294,141
198327,9009843,90
198327,9022243,174
198327,9022747,134
198327,9024097,119
198327,9026480,74
198327,9026833,161
199023,101394,186
199023,101664,88
199023,11572,36
199023,11573,91
199023,134454,100
199023,134574,196
199023,134663,150
199023,134906,171
199023,134990,108
199023,136668,140
199023,301088,172
199023,301895,30
199023,301896,188
199023,302217,193
199023,303721,79
199023,304011,100
199023,304022,122
199023,404057,130
199023,47315,46
199023,49873,90
199023,50017,73
199023,50151,102
199023,9004237,151
199023,9004388,152
199023,9009803,164
199023,9009953,135
199023,9011369,75
199023,9013197,174
199023,9015991,167
199023,9017039,163
199023,9018584,185
199023,9019334,126
199023,9020794,64
199023,9021706,113
199023,9023124,119
199023,9023930,123
199023,9024242,54
199023,9026553,115
199023,9026935,91
199023,9027341,134
199023,9027505,163
199023,9027546,62
199023,9028051,176
204870,304979,167
205432,11588,187
205432,131376,55
205432,135213,126
205432,198327,139
205432,301243,84
205432,301907,151
205432,302854,98
205432,302923,23
205432,304059,168
205432,304060,41
205432,304996,85
205432,305882,142
205432,36267,163
205432,38758,162
205432,42908,95
205432,461423,64
205432,49630,173
205432,50644,151
205432,9002461,128
205432,9008336,43
205432,9009843,179
205432,9024097,187
205432,9026308,173
205432,9026480,199
205796,134997,151
205796,135031,143
205796,141390,67
205796,141995,151
205796,9013631,144
206022,11602,182
206022,134317,43
206022,135213,192
206022,139391,153
206022,301240,191
206022,301393,52
206022,301523,52
206022,303715,131
206022,303847,14
206022,304059,187
206022,304992,176
206022,304994,92
206022,404646,127
206022,49630,146
206022,9002468,88
206022,9003894,67
206022,9007875,83
206022,9008334,121
206022,9008724,143
206022,9009285,176
206022,9009843,189
206022,9010066,119
206022,9011371,105
206022,9011994,197
206022,9012345,55
206022,9018952,67
206022,9022868,137
206022,9024097,159
206022,9024259,132
206022,9025955,137
206022,9026375,93
206022,9026833,119
206022,9027204,65
206022,9027537,98
206052,101385,115
206052,101386,144
206052,101406,190
206052,101413,166
206052,102207,173
206052,11571,197
206052,11575,183
206052,135009,80
206052,142163,116
206052,300467,141
206052,301382,127
206052,302643,138
206052,303712,100
206052,303713,116
206052,304019,126
206052,304032,122
206052,304434,80
206052,404784,194
206052,404802,144
206052,43050,133
206052,43439,101
206052,47755,148
206052,50488,138
206052,50678,125
206052,51622,72
206052,9002988,96
206052,9003380,107
206052,9004443,199
206052,9009373,186
206052,9010789,173
206052,9014605,192
206052,9014989,144
206052,9022109,116
206052,9024212,76
206052,9026611,156
206052,9026898,144
206052,9027615,47
206052,9028229,181
206055,101373,182
206055,101394,141
206055,101521,155
206055,130005,145
206055,132314,44
206055,133371,14
206055,134680,82
206055,134901,93
206055,137823,56
206055,301353,133
206055,301893,100
206055,303121,152
206055,303255,74
206055,305273,74
206055,305430,127
206055,36210,177
206055,404315,163
206055,49993,188
206055,9009845,124
206055,9010344,174
206055,9013096,198
206055,9018584,198
206055,9020558,45
206055,9021525,115
206055,9023124,191
206055,9023838,112
206055,9023880,131
206055,9023884,123
206055,9024389,163
206068,101342,35
206068,102207,174
206068,11600,152
206068,134403,97
206068,134554,138
206068,153622,149
206068,300394,192
206068,301208,71
206068,301382,163
206068,301673,91
206068,301693,87
206068,301830,140
206068,302643,154
206068,303713,164
206068,304020,169
206068,304024,36
206068,304033,121
206068,404802,186
206068,44101,110
206068,50669,198
206068,9002988,182
206068,9003154,52
206068,9003380,187
206068,9004443,158
206068,9012940,155
206068,9014605,150
206068,9014989,141
206068,9015666,186
206068,9022245,118
206078,10000022,158
206078,101732,152
206078,11603,187
206078,134733,134
206078,134909,41
206078,302473,30
206078,303237,115
206078,303677,194
206078,303685,65
206078,303852,90
206078,304062,192
206078,304064,99
206078,304369,120
206078,304993,186
206078,403081,162
206078,404546,47
206078,41933,175
206078,44085,190
206078,49884,170
206078,9011366,172
206078,9011897,199
206078,9015518,193
206078,9016777,118
206078,9020134,132
206078,9022094,153
206078,9026144,127
206078,9026417,170
206081,101805,192
206081,11591,107
206081,11593,71
206081,132205,51
206081,135143,148
206081,135306,150
206081,135390,156
206081,137270,79
206081,301885,120
206081,302591,183
206081,303077,92
206081,303719,198
206081,303989,200
206081,303999,182
206081,304987,96
206081,305884,91
206081,37568,159
206081,404118,111
206081,49989,61
206081,49990,131
206081,49991,173
206081,50680,125
206081,51746,165
206081,9001289,149
206081,9002458,149
206081,9008787,145
206081,9011518,153
206081,9012344,152
206081,9013786,190
206081,9014118,140
206081,9014611,197
206081,9016669,129
206081,9017058,114
206081,9022122,199
206081,9023879,182
206081,9026345,187
206081,9026551,181
206082,101385,188
206082,102207,183
206082,11571,143
206082,11600,192
206082,134449,189
206082,134822,131
206082,134941,141
206082,300787,134
206082,301206,164
206082,301356,145
206082,301830,195
206082,303625,196
206082,303652,118
206082,303710,198
206082,303711,112
206082,304009,29
206082,304019,177
206082,304364,184
206082,304562,165
206082,305501,199
206082,305720,157
206082,305765,85
206082,34603,149
206082,41660,82
206082,49115,158
206082,50669,137
206082,50672,192
206082,51501,146
206082,51590,34
206082,9002053,179
206082,9004443,182
206082,9007817,164
206082,9009373,185
206082,9012940,179
206082,9015396,144
206082,9017674,52
206082,9022109,191
206082,9024203,113
206180,302564,65
206180,43270,98
206180,9003706,151
206180,9013483,86
206180,9014414,154
206180,9014753,121
206180,9025972,163
300311,303985,158
300311,9003429,165
300311,9021300,130
300394,10013707,175
300394,134403,96
300394,135274,168
300394,153622,88
300394,206068,192
300394,301208,122
300394,301673,168
300394,301693,107
300394,303732,152
300394,303799,128
300394,304033,75
300394,9004238,151
300394,9015666,137
300394,9016767,145
300394,9021034,184
300404,134836,168
300404,135122,51
300404,303563,179
300404,303932,83
300404,9002654,190
300404,9020293,178
300457,101280,115
300457,304568,183
300457,9014209,118
300457,9027790,61
300467,101406,175
300467,101413,135
300467,101418,185
300467,101637,142
300467,134386,140
300467,135330,90
300467,206052,141
300467,301382,172
300467,301383,158
300467,301386,146
300467,301645,190
300467,301898,158
300467,302029,184
300467,302643,179
300467,303712,190
300467,303713,180
300467,303726,127
300467,303846,128
300467,304032,20
300467,304434,172
300467,304990,170
300467,404784,56
300467,404802,146
300467,43050,127
300467,48875,172
300467,49119,144
300467,50488,118
300467,50678,195
300467,51575,171
300467,51622,173
300467,51718,180
300467,52007,151
300467,53115,140
300467,9002988,195
300467,9003380,150
300467,9007285,148
300467,9010789,145
300467,9013748,79
300467,9014605,192
300467,9014989,194
300467,9022766,148
300467,9024212,195
300467,9026191,194
300467,9026611,71
300467,9026898,77
300467,9027615,145
300467,9028229,63
300514,303322,192
300514,303996,170
300514,9002444,54
300527,300959,96
300527,305233,116
300527,49920,165
300527,50121,192
300528,303068,199
300528,304010,171
300528,304021,123
300528,304997,51
300528,305220,184
300528,305723,121
300528,36254,18
300528,48719,152
300528,50369,43
300528,9004380,98
300528,9010270,106
300528,9011024,100
300528,9011025,81
300528,9011372,22
300528,9011993,35
300528,9014056,72
300528,9015297,143
300528,9015722,177
300528,9020108,148
300528,9020110,162
300528,9020656,166
300528,9023573,165
300528,9023928,167
300528,9024122,189
300528,9024796,156
300536,301355,136
300536,304014,130
300536,9023554,191
300538,130438,157
300538,134462,163
300604,134895,35
300604,303984,77
300604,9002497,180
300604,9016296,119
300609,441395,117
300609,9026645,157
300620,11608,200
300620,135209,60
300620,135336,164
300620,301884,71
300620,301887,108
300663,132155,134
300663,304075,198
300663,42052,145
300663,48677,75
300663,50478,113
300663,9002195,178
300663,9003683,106
300711,301565,81
300787,101741,150
300787,11594,160
300787,11601,180
300787,134449,85
300787,135231,86
300787,135306,190
300787,140785,198
300787,206082,134
300787,301206,38
300787,303625,174
300787,303710,99
300787,303711,200
300787,303723,126
300787,304009,105
300787,304364,97
300787,304370,127
300787,304562,89
300787,304982,188
300787,305501,192
300787,305720,108
300787,305765,157
300787,34603,43
300787,49115,65
300787,50671,116
300787,50672,115
300787,51501,93
300787,51590,168
300787,9002053,48
300787,9007817,30
300787,9012344,184
300787,9013786,138
300787,9014118,188
300787,9014611,168
300787,9015396,190
300787,9016459,193
300787,9017597,160
300787,9017674,162
300787,9024203,160
300787,9026297,182
300839,102172,47
300839,132959,131
300839,135237,184
300839,135274,184
300839,137479,111
300839,301403,191
300839,301901,117
300839,302012,89
300839,303676,171
300839,304046,98
300839,304054,114
300839,304984,122
300839,306142,170
300839,404854,176
300839,44125,184
300839,9002262,187
300839,9003148,110
300839,9004106,100
300839,9004354,147
300839,9014185,186
300839,9016811,153
300839,9017250,126
300839,9020097,162
300839,9021034,181
300839,9022295,145
300959,300527,96
300959,305233,92
300959,50121,106
300988,101818,180
300988,136588,167
300988,304067,149
300988,304073,141
300988,304961,170
300988,35557,20
300988,9004503,120
300988,9007837,198
301050,9000476,172
301050,9001976,192
301059,303238,45
301059,50325,121
301088,101664,124
301088,11572,200
301088,134663,29
301088,134990,67
301088,136668,114
301088,137824,94
301088,199023,172
301088,301895,199
301088,301896,21
301088,302517,197
301088,303068,166
301088,304022,163
301088,305220,170
301088,43440,117
301088,47315,127
301088,48719,196
301088,49873,189
301088,50017,132
301088,50151,82
301088,9004030,179
301088,9004237,84
301088,9009803,54
301088,9009953,158
301088,9011369,100
301088,9013197,186
301088,9015722,163
301088,9017039,29
301088,9019334,112
301088,9020108,200
301088,9020794,155
301088,9021706,68
301088,9024242,129
301088,9024274,200
301088,9026553,82
301088,9026935,179
301088,9027333,140
301088,9027341,67
301088,9027505,91
301088,9027546,140
301138,101373,70
301138,135045,100
301138,140272,145
301138,140407,140
301138,152562,120
301138,301529,106
301138,301553,145
301138,302516,165
301138,304000,197
301138,304003,184
301138,305273,173
301138,306014,158
301138,404315,86
301138,405129,136
301138,42987,143
301138,9002052,166
301138,9002498,135
301138,9009845,188
301138,9010185,160
301138,9010344,162
301138,9011576,123
301138,9016697,63
301138,9016708,117
301138,9016785,126
301138,9020995,181
301138,9022771,117
301138,9023880,172
301173,301887,171
301173,9014173,153
301173,9021421,168
301173,9022932,138
301173,9023554,143
301205,101351,165
301205,101741,188
301205,11579,114
301205,11581,149
301205,11591,200
301205,11599,132
301205,134245,172
301205,134547,113
301205,136513,101
301205,140785,139
301205,303991,59
301205,303993,192
301205,303995,125
301205,304371,107
301205,43837,136
301205,50670,107
301205,50680,180
301205,51106,172
301205,9002458,169
301205,9002469,185
301205,9015093,195
301205,9016706,103
301205,9016864,194
301205,9018845,116
301205,9020126,118
301205,9022638,166
301205,9024210,32
301205,9026297,178
301205,9026315,128
301205,9026991,141
301206,101741,137
301206,11594,189
301206,11601,154
301206,134449,51
301206,134980,200
301206,135231,86
301206,135306,190
301206,140785,180
301206,206082,164
301206,300787,38
301206,303710,65
301206,303723,148
301206,304009,136
301206,304364,68
301206,304370,146
301206,304562,118
301206,304982,158
301206,305501,178
301206,305720,140
301206,305765,170
301206,34603,71
301206,49115,92
301206,50671,85
301206,50672,139
301206,51106,186
301206,51501,81
301206,51590,198
301206,9002053,49
301206,9007817,19
301206,9012344,200
301206,9013786,151
301206,9014118,198
301206,9014611,193
301206,9015168,177
301206,9015396,193
301206,9016459,156
301206,9017597,134
301206,9017674,197
301206,9024203,198
301206,9026297,145
301208,101342,96
301208,134403,26
301208,153622,86
301208,206068,71
301208,300394,122
301208,301673,76
301208,301693,17
301208,304020,171
301208,304024,104
301208,304033,56
301208,304035,195
301208,44101,180
301208,9003154,109
301208,9004238,167
301208,9014605,174
301208,9014989,191
301208,9015666,149
301208,9022245,147
301238,101666,142
301238,11585,195
301238,11603,192
301238,130004,177
301238,134360,198
301238,134418,13
301238,134453,150
301238,135073,53
301238,135237,191
301238,301366,153
301238,303677,200
301238,304056,152
301238,304062,157
301238,304744,178
301238,304986,89
301238,305394,78
301238,42988,108
301238,44126,170
301238,9002262,155
301238,9011897,191
301238,9015948,148
301238,9016537,70
301238,9016736,116
301238,9018071,129
301238,9025987,149
301238,9026417,183
301240,11596,142
301240,130439,94
301240,134565,16
301240,138060,144
301240,139391,75
301240,206022,191
301240,301523,163
301240,301856,112
301240,302029,161
301240,303400,159
301240,303714,188
301240,303715,167
301240,303847,192
301240,304038,148
301240,304990,175
301240,304992,157
301240,304994,170
301240,403555,87
301240,49639,137
301240,9002468,172
301240,9003894,133
301240,9008724,92
301240,9009285,106
301240,9010066,74
301240,9010884,120
301240,9011371,113
301240,9011994,99
301240,9012345,151
301240,9022120,82
301240,9022868,64
301240,9024831,186
301240,9025955,121
301240,9025985,129
301240,9026375,152
301240,9026970,180
301240,9027537,112
301240,9027823,127
301243,101496,143
301243,101579,179
301243,11588,114
301243,130989,149
301243,131376,106
301243,135213,149
301243,205432,84
301243,301912,189
301243,302854,154
301243,302923,62
301243,303678,156
301243,304059,158
301243,304060,64
301243,304996,168
301243,305882,142
301243,42908,180
301243,461423,146
301243,9008336,103
301243,9024278,192
301243,9026308,139
301244,134040,137
301244,137057,132
301244,140353,125
301244,142260,63
301244,152326,153
301244,301603,141
301244,304087,148
301244,304621,182
301244,306283,108
301244,306318,143
301244,306319,141
301244,306321,111
301244,306358,118
301244,41133,168
301244,50201,50
301244,9013372,95
301244,9023581,41
301245,42911,121
301245,43283,60
301245,43284,92
301245,47295,89
301245,50970,70
301245,51591,73
301245,54798,47
301245,9024278,141
301342,303375,64
301342,303985,141
301342,305546,71
301342,43122,168
301342,9014172,189
301342,9022492,69
301342,9023483,77
301342,9023671,70
301344,101370,154
301344,102174,180
301344,135084,75
301344,135143,166
301344,138801,142
301344,139083,121
301344,303989,122
301344,404118,176
301344,41982,150
301344,43776,100
301344,47311,70
301344,9001289,191
301344,9002279,135
301344,9004163,156
301344,9013019,45
301344,9013618,199
301344,9021309,199
301344,9021374,113
301344,9022122,101
301344,9023256,82
301344,9023347,144
301344,9024000,190
301344,9024393,38
301344,9026345,117
301344,9026551,107
301345,303038,117
301345,9014433,132
301345,9023813,191
301348,11569,105
301348,11606,150
301348,11608,163
301348,11609,131
301348,134857,34
301348,135189,63
301348,135336,200
301348,301882,187
301348,303560,31
301348,304363,67
301348,304980,94
301348,37451,161
301348,49535,155
301348,9002469,183
301348,9010899,189
301348,9015093,176
301348,9016864,181
301348,9022867,88
301349,101351,181
301349,11599,180
301349,134245,174
301349,134547,186
301349,134872,21
301349,134923,190
301349,302683,117
301349,303993,152
301349,303995,175
301349,304002,134
301349,304371,196
301349,305420,180
301349,37451,140
301349,43436,150
301349,51106,200
301349,53003,112
301349,53382,139
301349,9003867,74
301349,9015093,200
301349,9015168,190
301349,9020126,188
301349,9022638,148
301349,9022867,195
301353,101373,137
301353,101394,188
301353,132314,164
301353,133371,128
301353,137823,78
301353,206055,133
301353,303721,175
301353,304000,191
301353,304003,100
301353,304011,161
301353,305273,112
301353,404315,127
301353,405129,110
301353,9002473,172
301353,9009845,20
301353,9010185,131
301353,9011011,188
301353,9018584,86
301353,9020558,178
301353,9021525,34
301353,9022576,101
301353,9023124,136
301353,9023487,115
301353,9023838,56
301353,9023880,198
301354,132199,177
301354,138121,102
301355,300536,136
301355,9021421,150
301355,9023554,90
301356,101385,150
301356,101386,163
301356,11571,194
301356,134822,20
301356,135009,168
301356,206082,145
301356,303121,184
301356,303625,192
301356,303652,197
301356,303711,52
301356,304005,196
301356,304009,162
301356,304019,148
301356,304991,179
301356,405026,183
301356,41660,153
301356,43439,152
301356,49993,150
301356,51590,122
301356,9009373,63
301356,9017674,95
301356,9022109,136
301356,9022424,102
301356,9022640,103
301356,9024203,105
301357,101394,131
301357,101521,117
301357,101664,192
301357,11572,185
301357,11573,127
301357,11575,160
301357,132242,21
301357,134454,121
301357,134574,29
301357,134906,51
301357,302217,36
301357,302517,164
301357,304022,149
301357,304026,175
301357,304028,171
301357,304991,158
301357,404057,92
301357,43051,121
301357,47755,196
301357,49873,135
301357,50017,191
301357,9004388,109
301357,9008249,156
301357,9013096,62
301357,9015484,70
301357,9019968,86
301357,9020794,174
301357,9022769,55
301357,9023328,89
301357,9026146,179
301357,9026935,141
301361,133216,176
301361,134329,12
301361,134754,193
301361,134906,200
301361,135253,108
301361,141482,99
301361,142130,116
301361,302217,192
301361,302517,89
301361,303317,66
301361,303714,139
301361,304022,179
301361,304026,162
301361,304028,89
301361,304038,180
301361,304043,120
301361,403344,122
301361,43051,149
301361,43440,157
301361,48875,191
301361,51718,175
301361,9002487,39
301361,9004030,89
301361,9004237,186
301361,9004388,163
301361,9015484,154
301361,9019968,145
301361,9021535,43
301361,9023328,131
301361,9024274,165
301361,9026146,59
301361,9026191,175
301361,9026773,156
301361,9026970,173
301361,9027333,123
301366,101666,79
301366,101731,88
301366,101732,183
301366,11590,67
301366,11597,106
301366,11602,166
301366,11603,121
301366,130004,30
301366,131140,126
301366,134360,67
301366,134418,154
301366,134453,14
301366,134733,195
301366,135073,136
301366,135237,156
301366,301238,153
301366,302571,144
301366,303677,114
301366,304056,92
301366,304062,150
301366,304369,198
301366,304986,184
301366,305394,130
301366,41933,146
301366,42988,184
301366,50686,140
301366,51576,61
301366,9002262,174
301366,9003147,132
301366,9004377,148
301366,9011366,140
301366,9015948,32
301366,9016537,125
301366,9016736,162
301366,9018071,161
301366,9020134,178
301366,9022295,197
301366,9025987,123
301366,9026417,151
301380,9015254,174
301382,101342,177
301382,101385,172
301382,101413,81
301382,101637,179
301382,102207,148
301382,11571,187
301382,135009,164
301382,206052,127
301382,206068,163
301382,300467,172
301382,301645,195
301382,301830,166
301382,302643,11
301382,303713,20
301382,303861,197
301382,304019,176
301382,304024,164
301382,304032,163
301382,304035,170
301382,404784,198
301382,404802,46
301382,44101,132
301382,50488,69
301382,51622,199
301382,9002988,63
301382,9003154,187
301382,9003380,24
301382,9004443,161
301382,9012940,177
301382,9014605,72
301382,9014989,22
301382,9022109,188
301382,9024212,91
301382,9026611,129
301382,9026898,112
301382,9027615,81
301383,101406,140
301383,135253,115
301383,135330,109
301383,138060,77
301383,141482,124
301383,142130,200
301383,300467,158
301383,301856,112
301383,301898,29
301383,302029,71
301383,303714,152
301383,303846,51
301383,304026,158
301383,304028,177
301383,304032,165
301383,304038,161
301383,304043,140
301383,304990,63
301383,404784,160
301383,43050,152
301383,48875,32
301383,49119,86
301383,51575,14
301383,51718,58
301383,52007,197
301383,53115,51
301383,9007285,39
301383,9010789,124
301383,9010884,126
301383,9013748,130
301383,9021535,176
301383,9022120,159
301383,9022766,70
301383,9025985,111
301383,9026146,192
301383,9026191,45
301383,9026970,81
301383,9027823,102
301383,9028229,95
301386,101413,143
301386,101418,88
301386,101637,50
301386,132959,177
301386,134386,14
301386,135330,129
301386,300467,146
301386,301645,81
301386,303676,176
301386,303726,20
301386,303861,106
301386,304032,163
301386,304035,155
301386,304046,168
301386,404784,95
301386,404802,177
301386,50488,155
301386,52007,60
301386,9003148,150
301386,9013748,110
301386,9014185,121
301386,9014605,189
301386,9017201,150
301386,9018291,69
301386,9024831,185
301386,9026611,110
301386,9026898,125
301386,9027890,96
